GO.ID,Term,Annotated,Significant,Expected,Rank in Fisher.classic,Fisher.elim,Fisher.classic
GO:0046943,carboxylic acid transmembrane transporte...,63,4,2.29,211,0.19322,0.20740
GO:0005342,organic acid transmembrane transporter a...,63,4,2.29,212,0.19322,0.20740
GO:0008080,N-acetyltransferase activity,42,3,1.52,208,0.19350,0.20528
GO:0015078,proton transmembrane transporter activit...,67,9,2.43,41,0.19663,0.00079
GO:0004857,enzyme inhibitor activity,209,15,7.58,89,0.20063,0.01141
GO:0060089,molecular transducer activity,368,29,13.35,24,0.20822,0.00011
GO:0038023,signaling receptor activity,368,29,13.35,25,0.20822,0.00011
GO:0000149,SNARE binding,65,4,2.36,213,0.20824,0.22320
GO:0043178,alcohol binding,44,3,1.6,216,0.21230,0.22492
GO:0019213,deacetylase activity,24,2,0.87,214,0.21494,0.22465
GO:0071949,FAD binding,24,2,0.87,215,0.21494,0.22465
GO:0005515,protein binding,7807,289,283.32,379,0.21717,0.65437
GO:0016747,acyltransferase activity, transferring g...,124,9,4.5,115,0.21999,0.04181
GO:0005496,steroid binding,45,3,1.63,217,0.22184,0.23487
GO:0016787,hydrolase activity,1315,69,47.72,47,0.22376,0.00163
GO:0015085,calcium ion transmembrane transporter ac...,46,3,1.67,218,0.23147,0.24490
GO:0001664,G protein-coupled receptor binding,115,6,4.17,220,0.23703,0.25795
GO:0022890,inorganic cation transmembrane transport...,191,14,6.93,90,0.24495,0.01202
GO:0016877,ligase activity, forming carbon-sulfur b...,27,2,0.98,221,0.25551,0.26655
GO:0070888,E-box binding,27,2,0.98,222,0.25551,0.26655
GO:0046966,nuclear thyroid hormone receptor binding,27,2,0.98,223,0.25551,0.26655
GO:0016830,carbon-carbon lyase activity,27,2,0.98,224,0.25551,0.26655
GO:0003755,peptidyl-prolyl cis-trans isomerase acti...,27,2,0.98,225,0.25551,0.26655
GO:0004402,histone acetyltransferase activity,27,2,0.98,226,0.25551,0.26655
GO:0061733,peptide-lysine-N-acetyltransferase activ...,28,2,1.02,227,0.26909,0.28054
GO:0004869,cysteine-type endopeptidase inhibitor ac...,28,2,1.02,228,0.26909,0.28054
GO:0016788,hydrolase activity, acting on ester bond...,423,18,15.35,236,0.27099,0.31392
GO:0070063,RNA polymerase binding,51,3,1.85,234,0.28057,0.29585
GO:0120013,lipid transfer activity,29,2,1.05,229,0.28266,0.29451
GO:0016859,cis-trans isomerase activity,29,2,1.05,230,0.28266,0.29451
GO:0043028,cysteine-type endopeptidase regulator ac...,29,2,1.05,231,0.28266,0.29451
GO:0042379,chemokine receptor binding,29,2,1.05,232,0.28266,0.29451
GO:0015081,sodium ion transmembrane transporter act...,29,2,1.05,233,0.28266,0.29451
GO:0005200,structural constituent of cytoskeleton,52,3,1.89,235,0.29052,0.30614
GO:0016746,acyltransferase activity,136,9,4.94,134,0.29259,0.06744
GO:0008237,metallopeptidase activity,77,4,2.79,248,0.30379,0.32290
GO:0008525,phosphatidylcholine transporter activity,10,1,0.36,237,0.30837,0.31616
GO:0050664,oxidoreductase activity, acting on NAD(P...,10,1,0.36,238,0.30837,0.31616
GO:0030228,lipoprotein particle receptor activity,10,1,0.36,239,0.30837,0.31616
GO:0071855,neuropeptide receptor binding,10,1,0.36,240,0.30837,0.31616
GO:0034185,apolipoprotein binding,10,1,0.36,241,0.30837,0.31616
GO:0004559,alpha-mannosidase activity,10,1,0.36,242,0.30837,0.31616
GO:0005501,retinoid binding,10,1,0.36,243,0.30837,0.31616
GO:0019840,isoprenoid binding,10,1,0.36,244,0.30837,0.31616
GO:0003953,NAD+ nucleosidase activity,10,1,0.36,245,0.30837,0.31616
GO:0106018,phosphatidylinositol-3,5-bisphosphate ph...,10,1,0.36,246,0.30837,0.31616
GO:0140104,molecular carrier activity,55,3,2,249,0.32049,0.33707
