GO.ID,Term,Annotated,Significant,Expected,Rank in Fisher.classic,Fisher.elim,Fisher.classic
GO:0044325,transmembrane transporter binding,70,2,0.92,164,0.23282,0.25262
GO:0038024,cargo receptor activity,37,4,0.48,13,0.23682,0.00162
GO:0030546,signaling receptor activator activity,129,3,1.69,170,0.23818,0.26463
GO:0016597,amino acid binding,21,1,0.27,165,0.24175,0.25398
GO:0023026,MHC class II protein complex binding,21,1,0.27,166,0.24175,0.25398
GO:0005164,tumor necrosis factor receptor binding,21,1,0.27,167,0.24175,0.25398
GO:0043325,phosphatidylinositol-3,4-bisphosphate bi...,21,1,0.27,168,0.24175,0.25398
GO:0043015,gamma-tubulin binding,22,1,0.29,169,0.25169,0.26433
GO:0015459,potassium channel regulator activity,23,1,0.3,172,0.26150,0.27453
GO:0015079,potassium ion transmembrane transporter ...,23,1,0.3,173,0.26150,0.27453
GO:0005319,lipid transporter activity,76,2,0.99,174,0.26194,0.28350
GO:0005509,calcium ion binding,266,5,3.48,183,0.26836,0.30782
GO:0071949,FAD binding,24,1,0.31,175,0.27118,0.28460
GO:0052866,phosphatidylinositol phosphate phosphata...,24,1,0.31,176,0.27118,0.28460
GO:0140297,DNA-binding transcription factor binding,334,6,4.37,192,0.27192,0.31641
GO:0019208,phosphatase regulator activity,79,2,1.03,179,0.27653,0.29891
GO:0033293,monocarboxylic acid binding,35,3,0.46,18,0.27701,0.01227
GO:0046915,transition metal ion transmembrane trans...,25,1,0.33,177,0.28074,0.29453
GO:0031369,translation initiation factor binding,25,1,0.33,178,0.28074,0.29453
GO:0016628,oxidoreductase activity, acting on the C...,26,1,0.34,180,0.29017,0.30432
GO:0016790,thiolester hydrolase activity,26,1,0.34,181,0.29017,0.30432
GO:0004864,protein phosphatase inhibitor activity,26,1,0.34,182,0.29017,0.30432
GO:0003674,molecular_function,9068,120,118.59,380,0.29027,0.99988
GO:0042578,phosphoric ester hydrolase activity,209,4,2.73,197,0.29212,0.32824
GO:0016705,oxidoreductase activity, acting on paire...,83,2,1.09,193,0.29596,0.31938
GO:0046966,nuclear thyroid hormone receptor binding,27,1,0.35,184,0.29948,0.31397
GO:0070888,E-box binding,27,1,0.35,185,0.29948,0.31397
GO:0023023,MHC protein complex binding,27,1,0.35,186,0.29948,0.31397
GO:0008375,acetylglucosaminyltransferase activity,27,1,0.35,187,0.29948,0.31397
GO:0019199,transmembrane receptor protein kinase ac...,27,1,0.35,188,0.29948,0.31397
GO:0035198,miRNA binding,27,1,0.35,189,0.29948,0.31397
GO:0016877,ligase activity, forming carbon-sulfur b...,27,1,0.35,190,0.29948,0.31397
GO:0003755,peptidyl-prolyl cis-trans isomerase acti...,27,1,0.35,191,0.29948,0.31397
GO:0015291,secondary active transmembrane transport...,84,2,1.1,196,0.30080,0.32447
GO:0032266,phosphatidylinositol-3-phosphate binding,28,1,0.37,194,0.30867,0.32350
GO:0004869,cysteine-type endopeptidase inhibitor ac...,28,1,0.37,195,0.30867,0.32350
GO:0016788,hydrolase activity, acting on ester bond...,423,7,5.53,210,0.31663,0.36953
GO:0019212,phosphatase inhibitor activity,29,1,0.38,198,0.31774,0.33289
GO:0043028,cysteine-type endopeptidase regulator ac...,29,1,0.38,199,0.31774,0.33289
GO:0016859,cis-trans isomerase activity,29,1,0.38,200,0.31774,0.33289
GO:1901505,carbohydrate derivative transmembrane tr...,30,1,0.39,201,0.32669,0.34215
GO:0098531,ligand-activated transcription factor ac...,30,1,0.39,202,0.32669,0.34215
GO:0003899,DNA-directed 5'-3' RNA polymerase activi...,30,1,0.39,203,0.32669,0.34215
GO:0004601,peroxidase activity,30,1,0.39,204,0.32669,0.34215
GO:0004879,nuclear receptor activity,30,1,0.39,205,0.32669,0.34215
GO:0015932,nucleobase-containing compound transmemb...,31,1,0.41,206,0.33552,0.35129
GO:0009055,electron transfer activity,93,2,1.22,211,0.34411,0.36983
GO:0061980,regulatory RNA binding,32,1,0.42,207,0.34424,0.36030
GO:0034062,5'-3' RNA polymerase activity,32,1,0.42,208,0.34424,0.36030
GO:0097747,RNA polymerase activity,32,1,0.42,209,0.34424,0.36030
