GO.ID,Term,Annotated,Significant,Expected,Rank in Fisher.classic,Fisher.elim,Fisher.classic
GO:1990837,sequence-specific double-stranded DNA bi...,597,49,28.5,16,0.19150,0.00026
GO:0140102,catalytic activity, acting on a rRNA,17,2,0.81,171,0.19212,0.20304
GO:0003841,1-acylglycerol-3-phosphate O-acyltransfe...,17,2,0.81,172,0.19212,0.20304
GO:0008083,growth factor activity,48,4,2.29,176,0.19271,0.21008
GO:0051018,protein kinase A binding,32,3,1.53,175,0.19303,0.20746
GO:0000149,SNARE binding,65,5,3.1,177,0.19531,0.21549
GO:0008170,N-methyltransferase activity,66,5,3.15,184,0.20373,0.22452
GO:0061650,ubiquitin-like protein conjugating enzym...,33,3,1.58,178,0.20539,0.22050
GO:0004715,non-membrane spanning protein tyrosine k...,33,3,1.58,179,0.20539,0.22050
GO:0008138,protein tyrosine/serine/threonine phosph...,33,3,1.58,180,0.20539,0.22050
GO:0042171,lysophosphatidic acid acyltransferase ac...,18,2,0.86,181,0.20975,0.22143
GO:0071617,lysophospholipid acyltransferase activit...,18,2,0.86,182,0.20975,0.22143
GO:0016814,hydrolase activity, acting on carbon-nit...,18,2,0.86,183,0.20975,0.22143
GO:0140110,transcription regulator activity,835,66,39.86,5,0.20998,6.4e-05
GO:0101005,deubiquitinase activity,64,9,3.05,41,0.21374,0.00389
GO:0017124,SH3 domain binding,85,6,4.06,193,0.21644,0.24065
GO:0030159,signaling receptor complex adaptor activ...,34,3,1.62,186,0.21793,0.23370
GO:0043539,protein serine/threonine kinase activato...,34,3,1.62,187,0.21793,0.23370
GO:0045296,cadherin binding,271,16,12.94,200,0.21817,0.26171
GO:0106310,protein serine kinase activity,233,14,11.12,199,0.21844,0.25872
GO:0004712,protein serine/threonine/tyrosine kinase...,272,16,12.98,201,0.22240,0.26644
GO:0004860,protein kinase inhibitor activity,51,4,2.43,195,0.22275,0.24198
GO:0001091,RNA polymerase II general transcription ...,19,2,0.91,189,0.22753,0.23995
GO:0070530,K63-linked polyubiquitin modification-de...,19,2,0.91,190,0.22753,0.23995
GO:0005544,calcium-dependent phospholipid binding,19,2,0.91,191,0.22753,0.23995
GO:0046625,sphingolipid binding,19,2,0.91,192,0.22753,0.23995
GO:0140678,molecular function inhibitor activity,35,3,1.67,196,0.23062,0.24704
GO:0004672,protein kinase activity,332,19,15.85,211,0.23138,0.28122
GO:0004674,protein serine/threonine kinase activity,275,16,13.13,210,0.23531,0.28080
GO:0042393,histone binding,180,11,8.59,202,0.23682,0.27351
GO:0061135,endopeptidase regulator activity,86,10,4.11,52,0.24128,0.00940
GO:0005096,GTPase activator activity,162,10,7.73,204,0.24133,0.27643
GO:0019904,protein domain specific binding,452,25,21.58,216,0.24135,0.30127
GO:0003723,RNA binding,1308,71,62.44,169,0.24222,0.19990
GO:0008139,nuclear localization sequence binding,20,2,0.95,197,0.24540,0.25854
GO:0016411,acylglycerol O-acyltransferase activity,20,2,0.95,198,0.24540,0.25854
GO:0023023,MHC protein complex binding,27,6,1.29,31,0.25130,0.00169
GO:0019210,kinase inhibitor activity,54,4,2.58,203,0.25390,0.27489
GO:0043130,ubiquitin binding,90,6,4.3,212,0.25579,0.28270
GO:0043565,sequence-specific DNA binding,669,52,31.93,24,0.25638,0.00061
GO:0015175,neutral amino acid transmembrane transpo...,21,2,1,205,0.26333,0.27715
GO:0008528,G protein-coupled peptide receptor activ...,21,2,1,206,0.26333,0.27715
GO:0140457,protein demethylase activity,21,2,1,207,0.26333,0.27715
GO:0032452,histone demethylase activity,21,2,1,208,0.26333,0.27715
GO:0046875,ephrin receptor binding,21,2,1,209,0.26333,0.27715
GO:0043621,protein self-association,38,3,1.81,213,0.26939,0.28764
GO:0090079,translation regulator activity, nucleic ...,85,12,4.06,27,0.27448,0.00088
GO:0016773,phosphotransferase activity, alcohol gro...,403,22,19.24,223,0.27910,0.33895
GO:0050681,nuclear androgen receptor binding,22,2,1.05,214,0.28125,0.29573
GO:0016922,nuclear receptor binding,105,10,5.01,74,0.28235,0.03372
